drugbank_id,twosides_id,canonical_smiles_match,inchikey_match,mapping_confidence
DB00204,CID000071329,True,True,HIGH_EXACT
DB00672,CID000002727,True,True,HIGH_EXACT
DB00768,CID000060865,True,False,MEDIUM_CANONICAL
DB00199,CID000003255,True,False,MEDIUM_CANONICAL
DB00499,CID000003397,True,True,HIGH_EXACT
DB01611,CID000003652,True,True,HIGH_EXACT
DB01241,CID000003463,True,True,HIGH_EXACT
DB00790,CID000060184,True,False,MEDIUM_CANONICAL
DB00641,CID000054454,True,False,MEDIUM_CANONICAL
DB00501,CID000002756,False,True,HIGH_INCHIKEY
DB01088,CID005311181,True,False,MEDIUM_CANONICAL
DB01156,CID000000444,True,True,HIGH_EXACT
DB00195,CID000002369,True,True,HIGH_EXACT
DB01035,CID000004913,True,True,HIGH_EXACT
DB00479,CID000002142,True,False,MEDIUM_CANONICAL
DB00728,CID000060696,True,False,MEDIUM_CANONICAL
DB00621,CID000005878,True,False,MEDIUM_CANONICAL
DB00196,CID000003365,True,True,HIGH_EXACT
DB00356,CID000002733,True,True,HIGH_EXACT
DB01032,CID000004911,True,True,HIGH_EXACT
DB00775,CID000005486,True,False,MEDIUM_CANONICAL
DB00745,CID000004236,True,True,HIGH_EXACT
DB00889,CID000003510,True,False,MEDIUM_CANONICAL
DB00337,CID006447131,True,False,MEDIUM_CANONICAL
DB01072,CID000148192,True,False,MEDIUM_CANONICAL
DB00715,CID000004691,True,False,MEDIUM_CANONICAL
DB00305,CID000005746,True,False,MEDIUM_CANONICAL
DB00563,CID000004112,True,False,MEDIUM_CANONICAL
DB00859,CID000004727,True,False,MEDIUM_CANONICAL
DB00270,CID000003784,True,True,HIGH_EXACT
DB00461,CID000004409,True,True,HIGH_EXACT
DB00762,CID000003750,True,False,MEDIUM_CANONICAL
DB00879,CID000060877,True,False,MEDIUM_CANONICAL
DB00530,CID000176870,True,True,HIGH_EXACT
DB00674,CID000003449,True,False,MEDIUM_CANONICAL
DB00401,CID000004499,True,True,HIGH_EXACT
DB00246,CID000060854,True,True,HIGH_EXACT
DB00658,CID003085017,True,True,HIGH_EXACT
DB00524,CID000004170,True,True,HIGH_EXACT
DB00519,CID000005525,True,False,MEDIUM_CANONICAL
DB00264,CID000004171,True,True,HIGH_EXACT
DB00214,CID000041781,True,True,HIGH_EXACT
DB00582,CID000071616,True,False,MEDIUM_CANONICAL
DB13139,CID000002083,True,False,MEDIUM_CANONICAL
DB00704,CID000004428,True,False,MEDIUM_CANONICAL
DB00701,CID000002177,True,False,MEDIUM_CANONICAL
DB01066,CID009571074,True,False,MEDIUM_CANONICAL
DB00210,CID000060164,True,True,HIGH_EXACT
DB00442,CID000153941,True,False,MEDIUM_CANONICAL
DB01067,CID000003478,True,True,HIGH_EXACT
DB01186,CID000004745,True,False,MEDIUM_CANONICAL
DB00424,CID000003661,True,False,MEDIUM_CANONICAL
DB00804,CID000003042,True,True,HIGH_EXACT
DB00446,CID000000298,True,False,MEDIUM_CANONICAL
DB01085,CID000004819,True,False,MEDIUM_CANONICAL
DB00206,CID000005052,True,False,MEDIUM_CANONICAL
DB00571,CID000004946,True,True,HIGH_EXACT
DB00904,CID000004595,True,True,HIGH_EXACT
DB00328,CID000003715,True,True,HIGH_EXACT
DB00575,CID000002803,True,True,HIGH_EXACT
DB01033,CID000667490,True,True,HIGH_EXACT
DB01012,CID000156419,True,False,MEDIUM_CANONICAL
DB00410,CID000004264,True,False,MEDIUM_CANONICAL
DB00213,CID000004679,True,True,HIGH_EXACT
DB01205,CID000003373,True,True,HIGH_EXACT
DB01007,CID000005482,True,True,HIGH_EXACT
DB00929,CID004183806,True,False,MEDIUM_CANONICAL
DB00900,CID000003043,True,False,MEDIUM_CANONICAL
DB00419,CID000051634,True,False,MEDIUM_CANONICAL
DB00709,CID000003877,True,False,MEDIUM_CANONICAL
DB01036,CID000005512,True,False,MEDIUM_CANONICAL
DB00920,CID000003827,True,True,HIGH_EXACT
DB01104,CID000005203,True,False,MEDIUM_CANONICAL
DB06777,CID000005645,True,False,MEDIUM_CANONICAL
DB01181,CID000003690,True,True,HIGH_EXACT
DB00770,CID000000214,True,False,MEDIUM_CANONICAL
DB01240,CID000000159,True,False,MEDIUM_CANONICAL
DB00668,CID000000838,True,False,MEDIUM_CANONICAL
DB05271,CID000057537,True,False,MEDIUM_CANONICAL
DB01215,CID000003261,True,True,HIGH_EXACT
DB00982,CID000005538,True,False,MEDIUM_CANONICAL
DB00181,CID000002284,True,True,HIGH_EXACT
DB00441,CID000003461,True,False,MEDIUM_CANONICAL
DB00291,CID000002708,True,True,HIGH_EXACT
DB01001,CID000002083,True,True,HIGH_EXACT
DB00285,CID000005656,True,True,HIGH_EXACT
DB00218,CID000004259,True,False,MEDIUM_CANONICAL
DB00773,CID000003310,True,False,MEDIUM_CANONICAL
DB00903,CID000003278,True,True,HIGH_EXACT
DB00321,CID000002160,True,True,HIGH_EXACT
DB01128,CID000002375,True,True,HIGH_EXACT
DB09214,CID000003825,True,False,MEDIUM_CANONICAL
DB01029,CID000003749,True,True,HIGH_EXACT
DB00924,CID000002895,True,True,HIGH_EXACT
DB01101,CID000060953,True,False,MEDIUM_CANONICAL
DB00819,CID000001986,True,True,HIGH_EXACT
DB01150,CID000002646,True,False,MEDIUM_CANONICAL
DB00887,CID000002471,True,True,HIGH_EXACT
DB01132,CID000004829,True,True,HIGH_EXACT
DB00555,CID000003878,True,True,HIGH_EXACT
DB01077,CID000003305,True,True,HIGH_EXACT
DB00203,CID000005212,False,True,HIGH_INCHIKEY
DB00802,CID000051263,True,True,HIGH_EXACT
DB00426,CID000003324,True,True,HIGH_EXACT
DB01623,CID000005454,True,False,MEDIUM_CANONICAL
DB00227,CID000003962,True,False,MEDIUM_CANONICAL
DB00794,CID000004909,True,True,HIGH_EXACT
DB00198,CID000004603,True,False,MEDIUM_CANONICAL
DB00373,CID000005478,True,False,MEDIUM_CANONICAL
DB01263,CID000147912,True,False,MEDIUM_CANONICAL
DB00184,CID000000942,True,False,MEDIUM_CANONICAL
DB01023,CID000003333,True,True,HIGH_EXACT
DB00761,CID000004873,True,True,HIGH_EXACT
DB00951,CID000003767,True,True,HIGH_EXACT
DB00207,CID000002269,True,False,MEDIUM_CANONICAL
DB01047,CID000003382,True,False,MEDIUM_CANONICAL
DB00649,CID000005155,True,False,MEDIUM_CANONICAL
DB01210,CID000003914,True,False,MEDIUM_CANONICAL
DB01275,CID000003637,True,True,HIGH_EXACT
DB01248,CID000003143,True,False,MEDIUM_CANONICAL
DB00180,CID000003379,True,False,MEDIUM_CANONICAL
DB00585,CID000004513,True,True,HIGH_EXACT
DB00741,CID000003640,True,False,MEDIUM_CANONICAL
DB00989,CID000005077,True,False,MEDIUM_CANONICAL
DB01204,CID000004212,True,True,HIGH_EXACT
DB00780,CID000003675,True,True,HIGH_EXACT
DB00374,CID000054786,True,False,MEDIUM_CANONICAL
DB01234,CID000003003,True,False,MEDIUM_CANONICAL
DB01220,CID006436173,True,False,MEDIUM_CANONICAL
DB01105,CID000005210,True,True,HIGH_EXACT
DB00850,CID000004748,True,True,HIGH_EXACT
DB00695,CID000003440,True,True,HIGH_EXACT
DB01095,CID000003403,True,False,MEDIUM_CANONICAL
DB11596,CID000000143,True,False,MEDIUM_CANONICAL
DB00572,CID000003661,True,False,MEDIUM_CANONICAL
DB00861,CID000003059,True,True,HIGH_EXACT
DB00612,CID000002405,True,True,HIGH_EXACT
DB01333,CID000002673,True,False,MEDIUM_CANONICAL
DB00950,CID000003348,True,True,HIGH_EXACT
DB00393,CID000004497,True,True,HIGH_EXACT
DB00740,CID000005070,True,True,HIGH_EXACT
DB00541,CID000005978,True,False,MEDIUM_CANONICAL
DB00869,CID000003154,True,False,MEDIUM_CANONICAL
DB04572,CID000005453,True,True,HIGH_EXACT
DB00273,CID000005514,True,False,MEDIUM_CANONICAL
DB00737,CID000004034,True,True,HIGH_EXACT
DB00477,CID000002726,True,True,HIGH_EXACT
DB01223,CID000009433,True,True,HIGH_EXACT
DB00191,CID000004771,True,True,HIGH_EXACT
DB00755,CID000005538,True,False,MEDIUM_CANONICAL
DB00697,CID000005487,True,True,HIGH_EXACT
DB01319,CID000131536,True,False,MEDIUM_CANONICAL
DB00999,CID000003639,True,True,HIGH_EXACT
DB00480,CID000216326,True,True,HIGH_EXACT
DB00091,CID000002909,True,False,MEDIUM_CANONICAL
DB00654,CID000003890,True,False,MEDIUM_CANONICAL
DB00749,CID000003308,True,True,HIGH_EXACT
DB00975,CID000003108,True,True,HIGH_EXACT
DB00910,CID005281104,True,False,MEDIUM_CANONICAL
DB09153,CID000005234,True,True,HIGH_EXACT
DB00338,CID000004594,True,True,HIGH_EXACT
DB01048,CID000001971,True,False,MEDIUM_CANONICAL
DB00784,CID000004044,True,True,HIGH_EXACT
DB00460,CID005362420,True,False,MEDIUM_CANONICAL
DB00822,CID000003117,True,True,HIGH_EXACT
DB00295,CID000004253,True,False,MEDIUM_CANONICAL
DB00841,CID000036811,True,True,HIGH_EXACT
DB01041,CID000005426,True,True,HIGH_EXACT
DB00317,CID000123631,True,True,HIGH_EXACT
DB00512,CID000005651,True,False,MEDIUM_CANONICAL
DB00289,CID000054841,True,False,MEDIUM_CANONICAL
DB00966,CID000065999,True,True,HIGH_EXACT
DB00691,CID000091270,True,False,MEDIUM_CANONICAL
DB00970,CID000002019,True,False,MEDIUM_CANONICAL
DB00669,CID000005358,True,True,HIGH_EXACT
DB00537,CID000002764,True,True,HIGH_EXACT
DB00399,CID000068740,True,True,HIGH_EXACT
DB00569,CID000163742,True,False,MEDIUM_CANONICAL
DB00252,CID000001775,True,True,HIGH_EXACT
DB00540,CID000004543,True,True,HIGH_EXACT
DB01137,CID000004583,True,False,MEDIUM_CANONICAL
DB01069,CID000004927,True,True,HIGH_EXACT
DB00899,CID000060815,True,True,HIGH_EXACT
DB00371,CID000004064,True,True,HIGH_EXACT
DB01236,CID000005206,True,True,HIGH_EXACT
DB01127,CID000003198,True,True,HIGH_EXACT
DB00489,CID000005253,True,True,HIGH_EXACT
DB01175,CID000002771,True,False,MEDIUM_CANONICAL
DB01367,CID000122316,True,False,MEDIUM_CANONICAL
DB00333,CID000004095,True,True,HIGH_EXACT
DB01020,CID000027661,True,False,MEDIUM_CANONICAL
DB00630,CID000002088,True,True,HIGH_EXACT
DB00783,CID000000450,True,False,MEDIUM_CANONICAL
DB01005,CID000003657,True,True,HIGH_EXACT
DB00635,CID000004900,True,False,MEDIUM_CANONICAL
DB00864,CID000005372,True,False,MEDIUM_CANONICAL
DB01577,CID000001206,True,False,MEDIUM_CANONICAL
DB00396,CID000004920,True,False,MEDIUM_CANONICAL
DB01203,CID000004411,True,False,MEDIUM_CANONICAL
DB00307,CID000082146,True,True,HIGH_EXACT
DB01320,CID000056339,True,True,HIGH_EXACT
DB00591,CID000003381,True,False,MEDIUM_CANONICAL
DB00548,CID000002266,True,True,HIGH_EXACT
DB00577,CID000005647,True,False,MEDIUM_CANONICAL
DB00829,CID000003016,True,True,HIGH_EXACT
DB00862,CID000110634,True,True,HIGH_EXACT
DB00231,CID000005391,True,True,HIGH_EXACT
DB00883,CID000003780,True,False,MEDIUM_CANONICAL
DB02300,CID000002522,True,False,MEDIUM_CANONICAL
DB00594,CID000016231,False,True,HIGH_INCHIKEY
DB00358,CID000004046,True,True,HIGH_EXACT
DB00915,CID000002130,True,True,HIGH_EXACT
DB00598,CID000003869,True,True,HIGH_EXACT
DB01413,CID000002622,True,False,MEDIUM_CANONICAL
DB00310,CID000002732,True,True,HIGH_EXACT
DB01008,CID000002478,True,True,HIGH_EXACT
DB00710,CID000060852,True,True,HIGH_EXACT
DB01595,CID000004506,True,True,HIGH_EXACT
DB00268,CID000005095,True,True,HIGH_EXACT
DB00700,CID000150310,True,False,MEDIUM_CANONICAL
DB01136,CID000002585,True,True,HIGH_EXACT
DB00991,CID000004614,True,True,HIGH_EXACT
DB00280,CID000003114,True,True,HIGH_EXACT
DB01083,CID000004599,True,False,MEDIUM_CANONICAL
DB00513,CID000000564,True,True,HIGH_EXACT
DB00884,CID000005245,True,True,HIGH_EXACT
DB01242,CID000002801,True,True,HIGH_EXACT
DB00220,CID000004451,True,False,MEDIUM_CANONICAL
DB00972,CID000002267,True,True,HIGH_EXACT
DB00377,CID000148211,True,False,MEDIUM_CANONICAL
DB00976,CID003002190,True,False,MEDIUM_CANONICAL
DB06701,CID000004158,True,False,MEDIUM_CANONICAL
DB01273,CID000170361,True,True,HIGH_EXACT
DB00718,CID000060871,True,True,HIGH_EXACT
DB00287,CID005282226,True,False,MEDIUM_CANONICAL
DB00215,CID000002771,True,True,HIGH_EXACT
DB00421,CID000005267,True,False,MEDIUM_CANONICAL
DB00625,CID000003203,True,False,MEDIUM_CANONICAL
DB00763,CID001349907,True,True,HIGH_EXACT
DB01068,CID000002802,True,True,HIGH_EXACT
DB01224,CID000005002,True,True,HIGH_EXACT
DB00523,CID000005538,True,False,MEDIUM_CANONICAL
DB00408,CID000003964,True,True,HIGH_EXACT
DB00425,CID000005732,True,True,HIGH_EXACT
DB00602,CID006435110,True,False,MEDIUM_CANONICAL
DB00880,CID000002720,True,True,HIGH_EXACT
DB06413,CID000004236,True,False,MEDIUM_CANONICAL
DB01409,CID000060831,True,False,MEDIUM_CANONICAL
DB00186,CID000003958,True,True,HIGH_EXACT
DB00435,CID000145068,True,True,HIGH_EXACT
DB01172,CID000000815,True,False,MEDIUM_CANONICAL
DB00764,CID000123620,True,False,MEDIUM_CANONICAL
DB00222,CID000003476,True,False,MEDIUM_CANONICAL
DB00549,CID000005717,True,True,HIGH_EXACT
DB00175,CID000004889,True,False,MEDIUM_CANONICAL
DB00996,CID000003446,True,True,HIGH_EXACT
DB00584,CID000003222,True,False,MEDIUM_CANONICAL
DB00945,CID000002244,True,True,HIGH_EXACT
DB00398,CID000216239,True,True,HIGH_EXACT
DB01221,CID000003821,True,True,HIGH_EXACT
DB00243,CID000056959,True,True,HIGH_EXACT
DB00279,CID000000861,True,False,MEDIUM_CANONICAL
DB00671,CID000002675,True,False,MEDIUM_CANONICAL
DB00908,CID000001065,True,False,MEDIUM_CANONICAL
DB00162,CID000001071,True,False,MEDIUM_CANONICAL
DB01589,CID000004999,True,True,HIGH_EXACT
DB00300,CID005481350,True,False,MEDIUM_CANONICAL
DB00611,CID000002487,True,False,MEDIUM_CANONICAL
DB00182,CID000003007,True,True,HIGH_EXACT
DB00742,CID000000453,True,False,MEDIUM_CANONICAL
DB00395,CID000002576,True,True,HIGH_EXACT
DB00339,CID000001046,True,True,HIGH_EXACT
DB00722,CID000003937,True,False,MEDIUM_CANONICAL
DB01627,CID000003928,True,False,MEDIUM_CANONICAL
DB00390,CID000003062,True,False,MEDIUM_CANONICAL
DB00675,CID000005376,True,False,MEDIUM_CANONICAL
DB00341,CID000002678,True,True,HIGH_EXACT
DB01189,CID000042113,True,True,HIGH_EXACT
DB00967,CID000124087,True,True,HIGH_EXACT
DB00531,CID000002907,True,True,HIGH_EXACT
DB00678,CID000003961,True,True,HIGH_EXACT
DB00916,CID000004173,True,True,HIGH_EXACT
DB00833,CID000002609,True,False,MEDIUM_CANONICAL
DB00788,CID000001302,True,False,MEDIUM_CANONICAL
DB00104,CID000054374,True,False,MEDIUM_CANONICAL
DB00860,CID000004894,True,False,MEDIUM_CANONICAL
DB00953,CID000005078,True,True,HIGH_EXACT
DB00282,CID000004674,True,True,HIGH_EXACT
DB01610,CID000064147,True,False,MEDIUM_CANONICAL
DB00969,CID000002099,True,True,HIGH_EXACT
DB01042,CID000004053,True,False,MEDIUM_CANONICAL
DB01159,CID000003562,True,True,HIGH_EXACT
DB01050,CID000003672,True,True,HIGH_EXACT
DB00681,CID000001972,True,False,MEDIUM_CANONICAL
DB00726,CID000005584,True,True,HIGH_EXACT
DB00897,CID000005556,True,True,HIGH_EXACT
DB01233,CID000004168,True,True,HIGH_EXACT
DB00468,CID000001065,True,False,MEDIUM_CANONICAL
DB00497,CID000004635,True,False,MEDIUM_CANONICAL
DB00324,CID000003384,True,False,MEDIUM_CANONICAL
DB01126,CID000152945,True,False,MEDIUM_CANONICAL
DB00960,CID000004828,True,True,HIGH_EXACT
DB00818,CID000004943,True,True,HIGH_EXACT
DB00690,CID000003393,True,True,HIGH_EXACT
DB00757,CID000003148,True,False,MEDIUM_CANONICAL
DB08947,CID000003734,True,False,MEDIUM_CANONICAL
DB00550,CID000657298,True,True,HIGH_EXACT
DB00277,CID000002153,True,True,HIGH_EXACT
DB00451,CID000000853,True,False,MEDIUM_CANONICAL
DB01238,CID000060795,True,True,HIGH_EXACT
DB00465,CID000003826,True,True,HIGH_EXACT
DB00724,CID000057469,True,True,HIGH_EXACT
DB00809,CID000005593,True,True,HIGH_EXACT
DB01202,CID000059708,True,False,MEDIUM_CANONICAL
DB00457,CID000004893,True,True,HIGH_EXACT
DB01016,CID000003488,True,True,HIGH_EXACT
DB01194,CID000068844,True,False,MEDIUM_CANONICAL
DB00242,CID000001546,True,False,MEDIUM_CANONICAL
DB01060,CID000002171,True,False,MEDIUM_CANONICAL
DB06403,CID000197712,True,False,MEDIUM_CANONICAL
DB00411,CID000002551,True,True,HIGH_EXACT
DB00361,CID000005672,True,False,MEDIUM_CANONICAL
DB00332,CID000003746,True,False,MEDIUM_CANONICAL
DB01410,CID000444033,True,False,MEDIUM_CANONICAL
DB00714,CID000002215,True,False,MEDIUM_CANONICAL
DB00952,CID000004440,True,True,HIGH_EXACT
DB01167,CID000003793,True,False,MEDIUM_CANONICAL
DB00798,CID000003467,True,True,HIGH_EXACT
DB00642,CID000060843,True,False,MEDIUM_CANONICAL
DB00698,CID000004509,True,False,MEDIUM_CANONICAL
DB00248,CID000002512,True,False,MEDIUM_CANONICAL
DB00959,CID000004159,True,False,MEDIUM_CANONICAL
DB00379,CID000004178,True,True,HIGH_EXACT
DB00404,CID000002118,True,True,HIGH_EXACT
DB00624,CID000005408,True,False,MEDIUM_CANONICAL
DB01162,CID000005401,True,True,HIGH_EXACT
DB06700,CID000125017,True,True,HIGH_EXACT
DB00973,CID000150311,True,False,MEDIUM_CANONICAL
DB00535,CID006398970,True,False,MEDIUM_CANONICAL
DB01268,CID005329102,True,False,MEDIUM_CANONICAL
DB00877,CID000005040,True,False,MEDIUM_CANONICAL
DB00746,CID000002973,True,True,HIGH_EXACT
DB01076,CID000002250,True,False,MEDIUM_CANONICAL
DB00717,CID000004536,True,False,MEDIUM_CANONICAL
DB01037,CID000005195,True,False,MEDIUM_CANONICAL
DB00296,CID000071273,True,False,MEDIUM_CANONICAL
DB00640,CID000000191,True,False,MEDIUM_CANONICAL
DB01406,CID000002949,True,False,MEDIUM_CANONICAL
DB00543,CID000002170,True,True,HIGH_EXACT
DB01142,CID000003158,True,True,HIGH_EXACT
DB00315,CID000005731,True,False,MEDIUM_CANONICAL
DB00367,CID000004542,True,False,MEDIUM_CANONICAL
DB01002,CID000002474,True,False,MEDIUM_CANONICAL
DB01232,CID000060787,True,False,MEDIUM_CANONICAL
DB01193,CID000001978,True,True,HIGH_EXACT
DB00359,CID000005215,True,True,HIGH_EXACT
DB00448,CID000003883,True,True,HIGH_EXACT
DB00619,CID000005291,True,True,HIGH_EXACT
DB00136,CID000002524,True,False,MEDIUM_CANONICAL
DB00601,CID000003929,True,False,MEDIUM_CANONICAL
DB00776,CID000034312,True,True,HIGH_EXACT
DB01062,CID000004634,True,True,HIGH_EXACT
DB00261,CID000002182,False,True,HIGH_INCHIKEY
DB01190,CID000002786,True,False,MEDIUM_CANONICAL
DB00412,CID000077999,True,True,HIGH_EXACT
DB05351,CID000003883,True,False,MEDIUM_CANONICAL
DB00503,CID000005076,True,False,MEDIUM_CANONICAL
DB00472,CID000003386,True,True,HIGH_EXACT
DB00608,CID000002719,True,True,HIGH_EXACT
DB00906,CID000005466,True,False,MEDIUM_CANONICAL
DB01198,CID000005735,True,True,HIGH_EXACT
DB00484,CID000002435,True,True,HIGH_EXACT
DB01022,CID000004812,True,False,MEDIUM_CANONICAL
DB00014,CID000047725,True,False,MEDIUM_CANONICAL
DB00476,CID000060835,True,False,MEDIUM_CANONICAL
DB00620,CID000005544,True,False,MEDIUM_CANONICAL
DB01151,CID000002995,True,True,HIGH_EXACT
DB01591,CID000154059,True,False,MEDIUM_CANONICAL
DB00494,CID004659568,True,False,MEDIUM_CANONICAL
DB00590,CID000003157,True,True,HIGH_EXACT
DB00177,CID000005650,True,False,MEDIUM_CANONICAL
DB00927,CID000003325,True,True,HIGH_EXACT
DB01053,CID000002349,True,False,MEDIUM_CANONICAL
DB01044,CID000005379,True,True,HIGH_EXACT
DB00211,CID000004195,True,True,HIGH_EXACT
DB01217,CID000002187,True,True,HIGH_EXACT
DB00250,CID000002955,True,True,HIGH_EXACT
DB00787,CID000002022,True,True,HIGH_EXACT
DB00983,CID000003410,True,True,HIGH_EXACT
DB00747,CID000005184,True,False,MEDIUM_CANONICAL
DB00570,CID000013342,True,False,MEDIUM_CANONICAL
DB00844,CID000004419,True,False,MEDIUM_CANONICAL
DB00495,CID000005726,True,False,MEDIUM_CANONICAL
DB01059,CID000004539,True,True,HIGH_EXACT
DB00413,CID000004885,True,False,MEDIUM_CANONICAL
DB01009,CID000003825,True,True,HIGH_EXACT
DB01291,CID000004845,True,True,HIGH_EXACT
DB00224,CID000003706,True,False,MEDIUM_CANONICAL
DB00330,CID000003279,True,False,MEDIUM_CANONICAL
DB00656,CID000005533,True,True,HIGH_EXACT
DB00623,CID000003372,True,True,HIGH_EXACT
DB01173,CID000004601,True,True,HIGH_EXACT
DB01097,CID000003899,True,True,HIGH_EXACT
DB01229,CID000004666,True,False,MEDIUM_CANONICAL
DB00205,CID000004993,True,True,HIGH_EXACT
DB00853,CID000005394,True,True,HIGH_EXACT
DB01140,CID000002610,True,False,MEDIUM_CANONICAL
DB00708,CID000041693,True,True,HIGH_EXACT
DB01129,CID000005029,True,True,HIGH_EXACT
DB00752,CID000005530,True,True,HIGH_EXACT
DB00912,CID000004547,True,False,MEDIUM_CANONICAL
DB09026,CID005493444,True,False,MEDIUM_CANONICAL
DB01197,CID000002550,True,False,MEDIUM_CANONICAL
DB00917,CID000000158,True,False,MEDIUM_CANONICAL
DB00542,CID000002311,True,False,MEDIUM_CANONICAL
DB01149,CID000004449,True,True,HIGH_EXACT
DB00993,CID000002265,True,True,HIGH_EXACT
DB00727,CID000004510,True,True,HIGH_EXACT
DB01182,CID000004932,True,True,HIGH_EXACT
DB00313,CID000003121,True,True,HIGH_EXACT
DB01362,CID000003730,True,True,HIGH_EXACT
DB00303,CID000150610,True,False,MEDIUM_CANONICAL
DB00652,CID000004736,True,False,MEDIUM_CANONICAL
DB01073,CID000003367,True,False,MEDIUM_CANONICAL
DB00443,CID000003003,True,False,MEDIUM_CANONICAL
DB00331,CID000004091,False,True,HIGH_INCHIKEY
DB00262,CID000002578,True,True,HIGH_EXACT
DB00905,CID005311027,True,False,MEDIUM_CANONICAL
DB00230,CID000125889,True,False,MEDIUM_CANONICAL
DB00986,CID000003494,True,True,HIGH_EXACT
DB01039,CID000003339,True,True,HIGH_EXACT
DB01416,CID000054547,True,False,MEDIUM_CANONICAL
DB00998,CID000077992,True,False,MEDIUM_CANONICAL
DB00353,CID000004140,True,False,MEDIUM_CANONICAL
DB00661,CID000002520,True,True,HIGH_EXACT
DB00863,CID000005039,True,True,HIGH_EXACT
DB00208,CID000005472,True,True,HIGH_EXACT
DB01576,CID000003007,True,False,MEDIUM_CANONICAL
DB00281,CID000003676,True,True,HIGH_EXACT
DB01183,CID000004425,True,False,MEDIUM_CANONICAL
DB09134,CID000003741,True,True,HIGH_EXACT
DB00316,CID000001983,True,True,HIGH_EXACT
DB00376,CID000005572,True,True,HIGH_EXACT
DB00857,CID000005402,True,False,MEDIUM_CANONICAL
DB00458,CID000003696,True,True,HIGH_EXACT
DB01114,CID000002725,True,True,HIGH_EXACT
DB00292,CID000036339,True,False,MEDIUM_CANONICAL
DB00813,CID000003345,True,True,HIGH_EXACT
DB00881,CID000005005,True,False,MEDIUM_CANONICAL
DB00216,CID000077993,True,False,MEDIUM_CANONICAL
DB00178,CID000005038,True,False,MEDIUM_CANONICAL
DB01254,CID003062316,True,True,HIGH_EXACT
DB00514,CID000003008,True,False,MEDIUM_CANONICAL
DB00158,CID000003405,True,False,MEDIUM_CANONICAL
DB06282,CID000002678,True,False,MEDIUM_CANONICAL
DB00947,CID000104741,True,False,MEDIUM_CANONICAL
DB00438,CID000002650,True,False,MEDIUM_CANONICAL
DB00402,CID000005735,True,False,MEDIUM_CANONICAL
DB00631,CID000119182,True,False,MEDIUM_CANONICAL
DB00335,CID000002249,True,True,HIGH_EXACT
DB01337,CID000004675,True,False,MEDIUM_CANONICAL
DB00502,CID000003559,True,True,HIGH_EXACT
DB00557,CID000003658,True,True,HIGH_EXACT
DB00684,CID000005496,True,False,MEDIUM_CANONICAL
DB00323,CID004659569,True,True,HIGH_EXACT
DB09156,CID000003736,True,True,HIGH_EXACT
DB00327,CID000003648,True,False,MEDIUM_CANONICAL
DB00918,CID000123606,True,True,HIGH_EXACT
DB00968,CID000004138,True,False,MEDIUM_CANONICAL
DB00806,CID000004740,True,True,HIGH_EXACT
DB01267,CID000115237,True,True,HIGH_EXACT
DB01115,CID000004485,True,True,HIGH_EXACT
DB00370,CID000004205,True,True,HIGH_EXACT
DB00811,CID000005064,True,False,MEDIUM_CANONICAL
DB00605,CID000005352,True,False,MEDIUM_CANONICAL
DB01260,CID000012536,True,False,MEDIUM_CANONICAL
DB00482,CID000002662,True,True,HIGH_EXACT
DB00455,CID000003957,True,True,HIGH_EXACT
