drugbank_id,twosides_id,canonical_smiles_match,inchikey_match,mapping_confidence
DB00461,CID000004409,True,True,HIGH_EXACT
DB00530,CID000176870,True,True,HIGH_EXACT
DB00401,CID000004499,True,True,HIGH_EXACT
DB00246,CID000060854,True,True,HIGH_EXACT
DB00658,CID003085017,True,True,HIGH_EXACT
DB00524,CID000004170,True,True,HIGH_EXACT
DB00264,CID000004171,True,True,HIGH_EXACT
DB00214,CID000041781,True,True,HIGH_EXACT
DB00210,CID000060164,True,True,HIGH_EXACT
DB01067,CID000003478,True,True,HIGH_EXACT
DB00804,CID000003042,True,True,HIGH_EXACT
DB00571,CID000004946,True,True,HIGH_EXACT
DB00904,CID000004595,True,True,HIGH_EXACT
DB00328,CID000003715,True,True,HIGH_EXACT
DB00575,CID000002803,True,True,HIGH_EXACT
DB01033,CID000667490,True,True,HIGH_EXACT
DB00213,CID000004679,True,True,HIGH_EXACT
DB01205,CID000003373,True,True,HIGH_EXACT
DB01007,CID000005482,True,True,HIGH_EXACT
DB00920,CID000003827,True,True,HIGH_EXACT
DB01181,CID000003690,True,True,HIGH_EXACT
DB01215,CID000003261,True,True,HIGH_EXACT
DB00181,CID000002284,True,True,HIGH_EXACT
DB00291,CID000002708,True,True,HIGH_EXACT
DB01001,CID000002083,True,True,HIGH_EXACT
DB00285,CID000005656,True,True,HIGH_EXACT
DB00903,CID000003278,True,True,HIGH_EXACT
DB00321,CID000002160,True,True,HIGH_EXACT
DB01128,CID000002375,True,True,HIGH_EXACT
DB01029,CID000003749,True,True,HIGH_EXACT
DB00924,CID000002895,True,True,HIGH_EXACT
DB00819,CID000001986,True,True,HIGH_EXACT
DB00887,CID000002471,True,True,HIGH_EXACT
DB01132,CID000004829,True,True,HIGH_EXACT
DB00555,CID000003878,True,True,HIGH_EXACT
DB01077,CID000003305,True,True,HIGH_EXACT
DB00203,CID000005212,False,True,HIGH_INCHIKEY
DB00802,CID000051263,True,True,HIGH_EXACT
DB00426,CID000003324,True,True,HIGH_EXACT
DB00794,CID000004909,True,True,HIGH_EXACT
DB01023,CID000003333,True,True,HIGH_EXACT
DB00761,CID000004873,True,True,HIGH_EXACT
DB00951,CID000003767,True,True,HIGH_EXACT
DB01275,CID000003637,True,True,HIGH_EXACT
DB00585,CID000004513,True,True,HIGH_EXACT
DB01204,CID000004212,True,True,HIGH_EXACT
DB00780,CID000003675,True,True,HIGH_EXACT
DB01105,CID000005210,True,True,HIGH_EXACT
DB00850,CID000004748,True,True,HIGH_EXACT
DB00695,CID000003440,True,True,HIGH_EXACT
DB00861,CID000003059,True,True,HIGH_EXACT
DB00612,CID000002405,True,True,HIGH_EXACT
DB00950,CID000003348,True,True,HIGH_EXACT
DB00393,CID000004497,True,True,HIGH_EXACT
DB00740,CID000005070,True,True,HIGH_EXACT
DB04572,CID000005453,True,True,HIGH_EXACT
DB00737,CID000004034,True,True,HIGH_EXACT
DB00477,CID000002726,True,True,HIGH_EXACT
DB01223,CID000009433,True,True,HIGH_EXACT
DB00191,CID000004771,True,True,HIGH_EXACT
DB00697,CID000005487,True,True,HIGH_EXACT
DB00999,CID000003639,True,True,HIGH_EXACT
DB00480,CID000216326,True,True,HIGH_EXACT
DB00749,CID000003308,True,True,HIGH_EXACT
DB00975,CID000003108,True,True,HIGH_EXACT
DB09153,CID000005234,True,True,HIGH_EXACT
DB00338,CID000004594,True,True,HIGH_EXACT
DB00784,CID000004044,True,True,HIGH_EXACT
DB00822,CID000003117,True,True,HIGH_EXACT
DB00841,CID000036811,True,True,HIGH_EXACT
DB01041,CID000005426,True,True,HIGH_EXACT
DB00317,CID000123631,True,True,HIGH_EXACT
DB00966,CID000065999,True,True,HIGH_EXACT
DB00669,CID000005358,True,True,HIGH_EXACT
DB00537,CID000002764,True,True,HIGH_EXACT
DB00399,CID000068740,True,True,HIGH_EXACT
DB00252,CID000001775,True,True,HIGH_EXACT
DB00540,CID000004543,True,True,HIGH_EXACT
DB01069,CID000004927,True,True,HIGH_EXACT
DB00899,CID000060815,True,True,HIGH_EXACT
DB00371,CID000004064,True,True,HIGH_EXACT
DB01236,CID000005206,True,True,HIGH_EXACT
DB01127,CID000003198,True,True,HIGH_EXACT
DB00489,CID000005253,True,True,HIGH_EXACT
DB00333,CID000004095,True,True,HIGH_EXACT
DB00630,CID000002088,True,True,HIGH_EXACT
DB01005,CID000003657,True,True,HIGH_EXACT
DB00307,CID000082146,True,True,HIGH_EXACT
DB01320,CID000056339,True,True,HIGH_EXACT
DB00548,CID000002266,True,True,HIGH_EXACT
DB00829,CID000003016,True,True,HIGH_EXACT
DB00862,CID000110634,True,True,HIGH_EXACT
DB00231,CID000005391,True,True,HIGH_EXACT
DB00594,CID000016231,False,True,HIGH_INCHIKEY
DB00358,CID000004046,True,True,HIGH_EXACT
DB00915,CID000002130,True,True,HIGH_EXACT
DB00598,CID000003869,True,True,HIGH_EXACT
DB00310,CID000002732,True,True,HIGH_EXACT
DB01008,CID000002478,True,True,HIGH_EXACT
DB00710,CID000060852,True,True,HIGH_EXACT
DB01595,CID000004506,True,True,HIGH_EXACT
DB00268,CID000005095,True,True,HIGH_EXACT
DB01136,CID000002585,True,True,HIGH_EXACT
DB00991,CID000004614,True,True,HIGH_EXACT
DB00280,CID000003114,True,True,HIGH_EXACT
DB00513,CID000000564,True,True,HIGH_EXACT
DB00884,CID000005245,True,True,HIGH_EXACT
DB01242,CID000002801,True,True,HIGH_EXACT
DB00972,CID000002267,True,True,HIGH_EXACT
DB01273,CID000170361,True,True,HIGH_EXACT
DB00718,CID000060871,True,True,HIGH_EXACT
DB00215,CID000002771,True,True,HIGH_EXACT
DB00763,CID001349907,True,True,HIGH_EXACT
DB01068,CID000002802,True,True,HIGH_EXACT
DB01224,CID000005002,True,True,HIGH_EXACT
DB00408,CID000003964,True,True,HIGH_EXACT
DB00425,CID000005732,True,True,HIGH_EXACT
DB00880,CID000002720,True,True,HIGH_EXACT
DB00186,CID000003958,True,True,HIGH_EXACT
DB00435,CID000145068,True,True,HIGH_EXACT
DB00549,CID000005717,True,True,HIGH_EXACT
DB00996,CID000003446,True,True,HIGH_EXACT
DB00945,CID000002244,True,True,HIGH_EXACT
DB00398,CID000216239,True,True,HIGH_EXACT
DB01221,CID000003821,True,True,HIGH_EXACT
DB00243,CID000056959,True,True,HIGH_EXACT
DB01589,CID000004999,True,True,HIGH_EXACT
DB00182,CID000003007,True,True,HIGH_EXACT
DB00395,CID000002576,True,True,HIGH_EXACT
DB00339,CID000001046,True,True,HIGH_EXACT
DB00341,CID000002678,True,True,HIGH_EXACT
DB01189,CID000042113,True,True,HIGH_EXACT
DB00967,CID000124087,True,True,HIGH_EXACT
DB00531,CID000002907,True,True,HIGH_EXACT
DB00678,CID000003961,True,True,HIGH_EXACT
DB00916,CID000004173,True,True,HIGH_EXACT
DB00953,CID000005078,True,True,HIGH_EXACT
DB00282,CID000004674,True,True,HIGH_EXACT
DB00969,CID000002099,True,True,HIGH_EXACT
DB01159,CID000003562,True,True,HIGH_EXACT
DB01050,CID000003672,True,True,HIGH_EXACT
DB00726,CID000005584,True,True,HIGH_EXACT
DB00897,CID000005556,True,True,HIGH_EXACT
DB01233,CID000004168,True,True,HIGH_EXACT
DB00960,CID000004828,True,True,HIGH_EXACT
DB00818,CID000004943,True,True,HIGH_EXACT
DB00690,CID000003393,True,True,HIGH_EXACT
DB00550,CID000657298,True,True,HIGH_EXACT
DB00277,CID000002153,True,True,HIGH_EXACT
DB01238,CID000060795,True,True,HIGH_EXACT
DB00465,CID000003826,True,True,HIGH_EXACT
DB00724,CID000057469,True,True,HIGH_EXACT
DB00809,CID000005593,True,True,HIGH_EXACT
DB00457,CID000004893,True,True,HIGH_EXACT
DB01016,CID000003488,True,True,HIGH_EXACT
DB00411,CID000002551,True,True,HIGH_EXACT
DB00952,CID000004440,True,True,HIGH_EXACT
DB00798,CID000003467,True,True,HIGH_EXACT
DB00379,CID000004178,True,True,HIGH_EXACT
DB00404,CID000002118,True,True,HIGH_EXACT
DB01162,CID000005401,True,True,HIGH_EXACT
DB06700,CID000125017,True,True,HIGH_EXACT
DB00746,CID000002973,True,True,HIGH_EXACT
DB00543,CID000002170,True,True,HIGH_EXACT
DB01142,CID000003158,True,True,HIGH_EXACT
DB01193,CID000001978,True,True,HIGH_EXACT
DB00359,CID000005215,True,True,HIGH_EXACT
DB00448,CID000003883,True,True,HIGH_EXACT
DB00619,CID000005291,True,True,HIGH_EXACT
DB00776,CID000034312,True,True,HIGH_EXACT
DB01062,CID000004634,True,True,HIGH_EXACT
DB00261,CID000002182,False,True,HIGH_INCHIKEY
DB00412,CID000077999,True,True,HIGH_EXACT
DB00472,CID000003386,True,True,HIGH_EXACT
DB00608,CID000002719,True,True,HIGH_EXACT
DB01198,CID000005735,True,True,HIGH_EXACT
DB00484,CID000002435,True,True,HIGH_EXACT
DB01151,CID000002995,True,True,HIGH_EXACT
DB00590,CID000003157,True,True,HIGH_EXACT
DB00927,CID000003325,True,True,HIGH_EXACT
DB01044,CID000005379,True,True,HIGH_EXACT
DB00211,CID000004195,True,True,HIGH_EXACT
DB01217,CID000002187,True,True,HIGH_EXACT
DB00250,CID000002955,True,True,HIGH_EXACT
DB00787,CID000002022,True,True,HIGH_EXACT
DB00983,CID000003410,True,True,HIGH_EXACT
DB01059,CID000004539,True,True,HIGH_EXACT
DB01009,CID000003825,True,True,HIGH_EXACT
DB01291,CID000004845,True,True,HIGH_EXACT
DB00656,CID000005533,True,True,HIGH_EXACT
DB00623,CID000003372,True,True,HIGH_EXACT
DB01173,CID000004601,True,True,HIGH_EXACT
DB01097,CID000003899,True,True,HIGH_EXACT
DB00205,CID000004993,True,True,HIGH_EXACT
DB00853,CID000005394,True,True,HIGH_EXACT
DB00708,CID000041693,True,True,HIGH_EXACT
DB01129,CID000005029,True,True,HIGH_EXACT
DB00752,CID000005530,True,True,HIGH_EXACT
DB01149,CID000004449,True,True,HIGH_EXACT
DB00993,CID000002265,True,True,HIGH_EXACT
DB00727,CID000004510,True,True,HIGH_EXACT
DB01182,CID000004932,True,True,HIGH_EXACT
DB00313,CID000003121,True,True,HIGH_EXACT
DB01362,CID000003730,True,True,HIGH_EXACT
DB00331,CID000004091,False,True,HIGH_INCHIKEY
DB00262,CID000002578,True,True,HIGH_EXACT
DB00986,CID000003494,True,True,HIGH_EXACT
DB01039,CID000003339,True,True,HIGH_EXACT
DB00661,CID000002520,True,True,HIGH_EXACT
DB00863,CID000005039,True,True,HIGH_EXACT
DB00208,CID000005472,True,True,HIGH_EXACT
DB00281,CID000003676,True,True,HIGH_EXACT
DB09134,CID000003741,True,True,HIGH_EXACT
DB00316,CID000001983,True,True,HIGH_EXACT
DB00376,CID000005572,True,True,HIGH_EXACT
DB00458,CID000003696,True,True,HIGH_EXACT
DB01114,CID000002725,True,True,HIGH_EXACT
DB00813,CID000003345,True,True,HIGH_EXACT
DB01254,CID003062316,True,True,HIGH_EXACT
DB00335,CID000002249,True,True,HIGH_EXACT
DB00502,CID000003559,True,True,HIGH_EXACT
DB00557,CID000003658,True,True,HIGH_EXACT
DB00323,CID004659569,True,True,HIGH_EXACT
DB09156,CID000003736,True,True,HIGH_EXACT
DB00918,CID000123606,True,True,HIGH_EXACT
DB00806,CID000004740,True,True,HIGH_EXACT
DB01267,CID000115237,True,True,HIGH_EXACT
DB01115,CID000004485,True,True,HIGH_EXACT
DB00370,CID000004205,True,True,HIGH_EXACT
DB00482,CID000002662,True,True,HIGH_EXACT
DB00455,CID000003957,True,True,HIGH_EXACT
DB01390,CID000008953,True,True,HIGH_EXACT
DB00808,CID000003702,True,True,HIGH_EXACT
DB01143,CID000002141,True,True,HIGH_EXACT
DB00938,CID000005152,True,True,HIGH_EXACT
DB01019,CID000002370,True,True,HIGH_EXACT
DB00346,CID000002092,True,True,HIGH_EXACT
DB00454,CID000004058,True,True,HIGH_EXACT
DB00433,CID000004917,True,True,HIGH_EXACT
DB00244,CID000004075,True,True,HIGH_EXACT
DB01165,CID000004583,True,True,HIGH_EXACT
DB00753,CID000003763,True,True,HIGH_EXACT
DB00882,CID000002800,True,True,HIGH_EXACT
DB00297,CID000002474,True,True,HIGH_EXACT
DB01188,CID000002749,True,True,HIGH_EXACT
DB00799,CID000005381,True,True,HIGH_EXACT
DB01110,CID000004189,True,True,HIGH_EXACT
DB00450,CID000003168,True,True,HIGH_EXACT
DB00423,CID000004107,True,True,HIGH_EXACT
DB00842,CID000004616,True,True,HIGH_EXACT
DB00909,CID000005734,True,True,HIGH_EXACT
DB00683,CID000004192,True,True,HIGH_EXACT
