inference_id,evidence_id,evidence_type,graph_edge_id,source_node_id,target_node_id
INF_0000029,EV_0000036,SUPPORTING_GRAPH_EDGE,E_DDI_000025,DRUG_001089,DRUG_000335
INF_0000029,EV_0000037,SUPPORTING_GRAPH_EDGE,E_SE_03366410,DRUG_001089,DRUG_000335
INF_0000029,EV_0000038,SUPPORTING_GRAPH_EDGE,E_SE_03366411,DRUG_001089,DRUG_000335
INF_0000029,EV_0000039,SUPPORTING_GRAPH_EDGE,E_SE_03366412,DRUG_001089,DRUG_000335
INF_0000029,EV_0000040,SUPPORTING_GRAPH_EDGE,E_SE_03366413,DRUG_001089,DRUG_000335
INF_0000029,EV_0000041,SUPPORTING_GRAPH_EDGE,E_SE_03366414,DRUG_001089,DRUG_000335
INF_0000030,EV_0000042,SUPPORTING_GRAPH_EDGE,E_DDI_000026,DRUG_001438,DRUG_001089
INF_0000031,EV_0000043,SUPPORTING_GRAPH_EDGE,E_DDI_000027,DRUG_001270,DRUG_000035
INF_0000032,EV_0000044,SUPPORTING_GRAPH_EDGE,E_DDI_000028,DRUG_001520,DRUG_001335
INF_0000033,EV_0000045,SUPPORTING_GRAPH_EDGE,E_DDI_000029,DRUG_001089,DRUG_000749
INF_0000033,EV_0000046,SUPPORTING_GRAPH_EDGE,E_SE_04059612,DRUG_001089,DRUG_000749
INF_0000033,EV_0000047,SUPPORTING_GRAPH_EDGE,E_SE_04059613,DRUG_001089,DRUG_000749
INF_0000033,EV_0000048,SUPPORTING_GRAPH_EDGE,E_SE_04059614,DRUG_001089,DRUG_000749
INF_0000033,EV_0000049,SUPPORTING_GRAPH_EDGE,E_SE_04059615,DRUG_001089,DRUG_000749
INF_0000033,EV_0000050,SUPPORTING_GRAPH_EDGE,E_SE_04059616,DRUG_001089,DRUG_000749
INF_0000034,EV_0000051,SUPPORTING_GRAPH_EDGE,E_DDI_000030,DRUG_000231,DRUG_000071
INF_0000035,EV_0000052,SUPPORTING_GRAPH_EDGE,E_DDI_000031,DRUG_000209,DRUG_000815
INF_0000036,EV_0000053,SUPPORTING_GRAPH_EDGE,E_DDI_000032,DRUG_000767,DRUG_000485
INF_0000037,EV_0000054,SUPPORTING_GRAPH_EDGE,E_DDI_000033,DRUG_000350,DRUG_001267
INF_0000038,EV_0000055,SUPPORTING_GRAPH_EDGE,E_DDI_000034,DRUG_001520,DRUG_001053
INF_0000039,EV_0000056,SUPPORTING_GRAPH_EDGE,E_DDI_000035,DRUG_000130,DRUG_001002
INF_0000040,EV_0000057,SUPPORTING_GRAPH_EDGE,E_DDI_000036,DRUG_000767,DRUG_000861
INF_0000041,EV_0000058,SUPPORTING_GRAPH_EDGE,E_DDI_000037,DRUG_000209,DRUG_000931
INF_0000042,EV_0000059,SUPPORTING_GRAPH_EDGE,E_DDI_000038,DRUG_001438,DRUG_000227
INF_0000043,EV_0000060,SUPPORTING_GRAPH_EDGE,E_DDI_000039,DRUG_000227,DRUG_001267
INF_0000044,EV_0000061,SUPPORTING_GRAPH_EDGE,E_DDI_000040,DRUG_001089,DRUG_000814
INF_0000044,EV_0000062,SUPPORTING_GRAPH_EDGE,E_SE_03042729,DRUG_001089,DRUG_000814
INF_0000044,EV_0000063,SUPPORTING_GRAPH_EDGE,E_SE_03042730,DRUG_001089,DRUG_000814
INF_0000044,EV_0000064,SUPPORTING_GRAPH_EDGE,E_SE_03042731,DRUG_001089,DRUG_000814
INF_0000044,EV_0000065,SUPPORTING_GRAPH_EDGE,E_SE_03042732,DRUG_001089,DRUG_000814
INF_0000044,EV_0000066,SUPPORTING_GRAPH_EDGE,E_SE_03042733,DRUG_001089,DRUG_000814
INF_0000045,EV_0000067,SUPPORTING_GRAPH_EDGE,E_DDI_000041,DRUG_000474,DRUG_001267
INF_0000046,EV_0000068,SUPPORTING_GRAPH_EDGE,E_DDI_000042,DRUG_001438,DRUG_000861
INF_0000047,EV_0000069,SUPPORTING_GRAPH_EDGE,E_DDI_000043,DRUG_001142,DRUG_001267
INF_0000048,EV_0000070,SUPPORTING_GRAPH_EDGE,E_DDI_000044,DRUG_001520,DRUG_000264
INF_0000049,EV_0000071,SUPPORTING_GRAPH_EDGE,E_DDI_000045,DRUG_001438,DRUG_000725
INF_0000050,EV_0000072,SUPPORTING_GRAPH_EDGE,E_DDI_000046,DRUG_001520,DRUG_001622
INF_0000051,EV_0000073,SUPPORTING_GRAPH_EDGE,E_DDI_000047,DRUG_000274,DRUG_001002
INF_0000052,EV_0000074,SUPPORTING_GRAPH_EDGE,E_DDI_000048,DRUG_000588,DRUG_001267
INF_0000053,EV_0000075,SUPPORTING_GRAPH_EDGE,E_DDI_000049,DRUG_000767,DRUG_000540
INF_0000054,EV_0000076,SUPPORTING_GRAPH_EDGE,E_DDI_000050,DRUG_001438,DRUG_000588
INF_0000055,EV_0000077,SUPPORTING_GRAPH_EDGE,E_SE_00000001,DRUG_001738,DRUG_000616
INF_0000055,EV_0000078,SUPPORTING_GRAPH_EDGE,E_SE_00000002,DRUG_001738,DRUG_000616
INF_0000055,EV_0000079,SUPPORTING_GRAPH_EDGE,E_SE_00000003,DRUG_001738,DRUG_000616
INF_0000055,EV_0000080,SUPPORTING_GRAPH_EDGE,E_SE_00000004,DRUG_001738,DRUG_000616
INF_0000055,EV_0000081,SUPPORTING_GRAPH_EDGE,E_SE_00000005,DRUG_001738,DRUG_000616
INF_0000056,EV_0000082,SUPPORTING_GRAPH_EDGE,E_SE_00000057,DRUG_000992,DRUG_000983
INF_0000056,EV_0000083,SUPPORTING_GRAPH_EDGE,E_SE_00000058,DRUG_000992,DRUG_000983
INF_0000056,EV_0000084,SUPPORTING_GRAPH_EDGE,E_SE_00000059,DRUG_000992,DRUG_000983
INF_0000056,EV_0000085,SUPPORTING_GRAPH_EDGE,E_SE_00000060,DRUG_000992,DRUG_000983
INF_0000056,EV_0000086,SUPPORTING_GRAPH_EDGE,E_SE_00000061,DRUG_000992,DRUG_000983
INF_0000057,EV_0000087,SUPPORTING_GRAPH_EDGE,E_SE_00000069,DRUG_000422,DRUG_000150
INF_0000057,EV_0000088,SUPPORTING_GRAPH_EDGE,E_SE_00000070,DRUG_000422,DRUG_000150
INF_0000057,EV_0000089,SUPPORTING_GRAPH_EDGE,E_SE_00000071,DRUG_000422,DRUG_000150
INF_0000057,EV_0000090,SUPPORTING_GRAPH_EDGE,E_SE_00000072,DRUG_000422,DRUG_000150
INF_0000057,EV_0000091,SUPPORTING_GRAPH_EDGE,E_SE_00000073,DRUG_000422,DRUG_000150
INF_0000058,EV_0000092,SUPPORTING_GRAPH_EDGE,E_SE_00000093,DRUG_000592,DRUG_000614
INF_0000058,EV_0000093,SUPPORTING_GRAPH_EDGE,E_SE_00000094,DRUG_000592,DRUG_000614
INF_0000058,EV_0000094,SUPPORTING_GRAPH_EDGE,E_SE_00000095,DRUG_000592,DRUG_000614
INF_0000058,EV_0000095,SUPPORTING_GRAPH_EDGE,E_SE_00000096,DRUG_000592,DRUG_000614
INF_0000058,EV_0000096,SUPPORTING_GRAPH_EDGE,E_SE_00000097,DRUG_000592,DRUG_000614
INF_0000059,EV_0000097,SUPPORTING_GRAPH_EDGE,E_SE_00000227,DRUG_000258,DRUG_001786
INF_0000059,EV_0000098,SUPPORTING_GRAPH_EDGE,E_SE_00000228,DRUG_000258,DRUG_001786
INF_0000059,EV_0000099,SUPPORTING_GRAPH_EDGE,E_SE_00000229,DRUG_000258,DRUG_001786
INF_0000059,EV_0000100,SUPPORTING_GRAPH_EDGE,E_SE_00000230,DRUG_000258,DRUG_001786
INF_0000059,EV_0000101,SUPPORTING_GRAPH_EDGE,E_SE_00000231,DRUG_000258,DRUG_001786
INF_0000060,EV_0000102,SUPPORTING_GRAPH_EDGE,E_SE_00000281,DRUG_000936,DRUG_000490
INF_0000060,EV_0000103,SUPPORTING_GRAPH_EDGE,E_SE_00000282,DRUG_000936,DRUG_000490
INF_0000060,EV_0000104,SUPPORTING_GRAPH_EDGE,E_SE_00000283,DRUG_000936,DRUG_000490
INF_0000060,EV_0000105,SUPPORTING_GRAPH_EDGE,E_SE_00000284,DRUG_000936,DRUG_000490
INF_0000060,EV_0000106,SUPPORTING_GRAPH_EDGE,E_SE_00000285,DRUG_000936,DRUG_000490
INF_0000061,EV_0000107,SUPPORTING_GRAPH_EDGE,E_SE_00000326,DRUG_001779,DRUG_000688
INF_0000061,EV_0000108,SUPPORTING_GRAPH_EDGE,E_SE_00000327,DRUG_001779,DRUG_000688
INF_0000061,EV_0000109,SUPPORTING_GRAPH_EDGE,E_SE_00000328,DRUG_001779,DRUG_000688
INF_0000061,EV_0000110,SUPPORTING_GRAPH_EDGE,E_SE_00000329,DRUG_001779,DRUG_000688
INF_0000061,EV_0000111,SUPPORTING_GRAPH_EDGE,E_SE_00000330,DRUG_001779,DRUG_000688
INF_0000062,EV_0000112,SUPPORTING_GRAPH_EDGE,E_SE_00000470,DRUG_000399,DRUG_001810
INF_0000062,EV_0000113,SUPPORTING_GRAPH_EDGE,E_SE_00000471,DRUG_000399,DRUG_001810
INF_0000062,EV_0000114,SUPPORTING_GRAPH_EDGE,E_SE_00000472,DRUG_000399,DRUG_001810
INF_0000062,EV_0000115,SUPPORTING_GRAPH_EDGE,E_SE_00000473,DRUG_000399,DRUG_001810
INF_0000062,EV_0000116,SUPPORTING_GRAPH_EDGE,E_SE_00000474,DRUG_000399,DRUG_001810
INF_0000063,EV_0000117,SUPPORTING_GRAPH_EDGE,E_DDI_107695,DRUG_000082,DRUG_000535
INF_0000063,EV_0000118,SUPPORTING_GRAPH_EDGE,E_SE_00000534,DRUG_000082,DRUG_000535
INF_0000063,EV_0000119,SUPPORTING_GRAPH_EDGE,E_SE_00000535,DRUG_000082,DRUG_000535
INF_0000063,EV_0000120,SUPPORTING_GRAPH_EDGE,E_SE_00000536,DRUG_000082,DRUG_000535
INF_0000063,EV_0000121,SUPPORTING_GRAPH_EDGE,E_SE_00000537,DRUG_000082,DRUG_000535
INF_0000063,EV_0000122,SUPPORTING_GRAPH_EDGE,E_SE_00000538,DRUG_000082,DRUG_000535
INF_0000064,EV_0000123,SUPPORTING_GRAPH_EDGE,E_SE_00000570,DRUG_000840,DRUG_001831
INF_0000064,EV_0000124,SUPPORTING_GRAPH_EDGE,E_SE_00000571,DRUG_000840,DRUG_001831
INF_0000064,EV_0000125,SUPPORTING_GRAPH_EDGE,E_SE_00000572,DRUG_000840,DRUG_001831
INF_0000064,EV_0000126,SUPPORTING_GRAPH_EDGE,E_SE_00000573,DRUG_000840,DRUG_001831
INF_0000064,EV_0000127,SUPPORTING_GRAPH_EDGE,E_SE_00000574,DRUG_000840,DRUG_001831
INF_0000065,EV_0000128,SUPPORTING_GRAPH_EDGE,E_SE_00000629,DRUG_000964,DRUG_000872
INF_0000065,EV_0000129,SUPPORTING_GRAPH_EDGE,E_SE_00000630,DRUG_000964,DRUG_000872
INF_0000065,EV_0000130,SUPPORTING_GRAPH_EDGE,E_SE_00000631,DRUG_000964,DRUG_000872
INF_0000065,EV_0000131,SUPPORTING_GRAPH_EDGE,E_SE_00000632,DRUG_000964,DRUG_000872
INF_0000065,EV_0000132,SUPPORTING_GRAPH_EDGE,E_SE_00000633,DRUG_000964,DRUG_000872
INF_0000066,EV_0000133,SUPPORTING_GRAPH_EDGE,E_SE_00000685,DRUG_000768,DRUG_000334
INF_0000066,EV_0000134,SUPPORTING_GRAPH_EDGE,E_SE_00000686,DRUG_000768,DRUG_000334
INF_0000066,EV_0000135,SUPPORTING_GRAPH_EDGE,E_SE_00000687,DRUG_000768,DRUG_000334
INF_0000066,EV_0000136,SUPPORTING_GRAPH_EDGE,E_SE_00000688,DRUG_000768,DRUG_000334
INF_0000066,EV_0000137,SUPPORTING_GRAPH_EDGE,E_SE_00000689,DRUG_000768,DRUG_000334
INF_0000067,EV_0000138,SUPPORTING_GRAPH_EDGE,E_SE_00000702,DRUG_001180,DRUG_000559
INF_0000067,EV_0000139,SUPPORTING_GRAPH_EDGE,E_SE_00000703,DRUG_001180,DRUG_000559
INF_0000067,EV_0000140,SUPPORTING_GRAPH_EDGE,E_SE_00000704,DRUG_001180,DRUG_000559
INF_0000067,EV_0000141,SUPPORTING_GRAPH_EDGE,E_SE_00000705,DRUG_001180,DRUG_000559
INF_0000068,EV_0000142,SUPPORTING_GRAPH_EDGE,E_SE_00000706,DRUG_000021,DRUG_000993
INF_0000068,EV_0000143,SUPPORTING_GRAPH_EDGE,E_SE_00000707,DRUG_000021,DRUG_000993
INF_0000068,EV_0000144,SUPPORTING_GRAPH_EDGE,E_SE_00000708,DRUG_000021,DRUG_000993
INF_0000068,EV_0000145,SUPPORTING_GRAPH_EDGE,E_SE_00000709,DRUG_000021,DRUG_000993
INF_0000068,EV_0000146,SUPPORTING_GRAPH_EDGE,E_SE_00000710,DRUG_000021,DRUG_000993
INF_0000069,EV_0000147,SUPPORTING_GRAPH_EDGE,E_SE_00000779,DRUG_000775,DRUG_000715
INF_0000069,EV_0000148,SUPPORTING_GRAPH_EDGE,E_SE_00000780,DRUG_000775,DRUG_000715
INF_0000069,EV_0000149,SUPPORTING_GRAPH_EDGE,E_SE_00000781,DRUG_000775,DRUG_000715
INF_0000069,EV_0000150,SUPPORTING_GRAPH_EDGE,E_SE_00000782,DRUG_000775,DRUG_000715
INF_0000069,EV_0000151,SUPPORTING_GRAPH_EDGE,E_SE_00000783,DRUG_000775,DRUG_000715
INF_0000070,EV_0000152,SUPPORTING_GRAPH_EDGE,E_DDI_096836,DRUG_000262,DRUG_000273
INF_0000070,EV_0000153,SUPPORTING_GRAPH_EDGE,E_SE_00000974,DRUG_000262,DRUG_000273
INF_0000070,EV_0000154,SUPPORTING_GRAPH_EDGE,E_SE_00000975,DRUG_000262,DRUG_000273
INF_0000070,EV_0000155,SUPPORTING_GRAPH_EDGE,E_SE_00000976,DRUG_000262,DRUG_000273
INF_0000070,EV_0000156,SUPPORTING_GRAPH_EDGE,E_SE_00000977,DRUG_000262,DRUG_000273
INF_0000070,EV_0000157,SUPPORTING_GRAPH_EDGE,E_SE_00000978,DRUG_000262,DRUG_000273
INF_0000071,EV_0000158,SUPPORTING_GRAPH_EDGE,E_SE_00001059,DRUG_001758,DRUG_000054
INF_0000071,EV_0000159,SUPPORTING_GRAPH_EDGE,E_SE_00001060,DRUG_001758,DRUG_000054
INF_0000071,EV_0000160,SUPPORTING_GRAPH_EDGE,E_SE_00001061,DRUG_001758,DRUG_000054
INF_0000071,EV_0000161,SUPPORTING_GRAPH_EDGE,E_SE_00001062,DRUG_001758,DRUG_000054
INF_0000071,EV_0000162,SUPPORTING_GRAPH_EDGE,E_SE_00001063,DRUG_001758,DRUG_000054
INF_0000072,EV_0000163,SUPPORTING_GRAPH_EDGE,E_SE_00001092,DRUG_000806,DRUG_001764
INF_0000072,EV_0000164,SUPPORTING_GRAPH_EDGE,E_SE_00001093,DRUG_000806,DRUG_001764
INF_0000072,EV_0000165,SUPPORTING_GRAPH_EDGE,E_SE_00001094,DRUG_000806,DRUG_001764
INF_0000072,EV_0000166,SUPPORTING_GRAPH_EDGE,E_SE_00001095,DRUG_000806,DRUG_001764
INF_0000072,EV_0000167,SUPPORTING_GRAPH_EDGE,E_SE_00001096,DRUG_000806,DRUG_001764
INF_0000073,EV_0000168,SUPPORTING_GRAPH_EDGE,E_SE_00001186,DRUG_000688,DRUG_000459
INF_0000073,EV_0000169,SUPPORTING_GRAPH_EDGE,E_SE_00001187,DRUG_000688,DRUG_000459
INF_0000073,EV_0000170,SUPPORTING_GRAPH_EDGE,E_SE_00001188,DRUG_000688,DRUG_000459
INF_0000073,EV_0000171,SUPPORTING_GRAPH_EDGE,E_SE_00001189,DRUG_000688,DRUG_000459
INF_0000073,EV_0000172,SUPPORTING_GRAPH_EDGE,E_SE_00001190,DRUG_000688,DRUG_000459
INF_0000074,EV_0000173,SUPPORTING_GRAPH_EDGE,E_SE_00001341,DRUG_001737,DRUG_000963
INF_0000074,EV_0000174,SUPPORTING_GRAPH_EDGE,E_SE_00001342,DRUG_001737,DRUG_000963
INF_0000074,EV_0000175,SUPPORTING_GRAPH_EDGE,E_SE_00001343,DRUG_001737,DRUG_000963
INF_0000074,EV_0000176,SUPPORTING_GRAPH_EDGE,E_SE_00001344,DRUG_001737,DRUG_000963
INF_0000074,EV_0000177,SUPPORTING_GRAPH_EDGE,E_SE_00001345,DRUG_001737,DRUG_000963
INF_0000075,EV_0000178,SUPPORTING_GRAPH_EDGE,E_SE_00001422,DRUG_000366,DRUG_000616
INF_0000075,EV_0000179,SUPPORTING_GRAPH_EDGE,E_SE_00001423,DRUG_000366,DRUG_000616
INF_0000075,EV_0000180,SUPPORTING_GRAPH_EDGE,E_SE_00001424,DRUG_000366,DRUG_000616
INF_0000075,EV_0000181,SUPPORTING_GRAPH_EDGE,E_SE_00001425,DRUG_000366,DRUG_000616
INF_0000075,EV_0000182,SUPPORTING_GRAPH_EDGE,E_SE_00001426,DRUG_000366,DRUG_000616
INF_0000076,EV_0000183,SUPPORTING_GRAPH_EDGE,E_SE_00001532,DRUG_000497,DRUG_001807
INF_0000076,EV_0000184,SUPPORTING_GRAPH_EDGE,E_SE_00001533,DRUG_000497,DRUG_001807
INF_0000076,EV_0000185,SUPPORTING_GRAPH_EDGE,E_SE_00001534,DRUG_000497,DRUG_001807
INF_0000076,EV_0000186,SUPPORTING_GRAPH_EDGE,E_SE_00001535,DRUG_000497,DRUG_001807
INF_0000076,EV_0000187,SUPPORTING_GRAPH_EDGE,E_SE_00001536,DRUG_000497,DRUG_001807
INF_0000077,EV_0000188,SUPPORTING_GRAPH_EDGE,E_SE_00001553,DRUG_000366,DRUG_000733
INF_0000077,EV_0000189,SUPPORTING_GRAPH_EDGE,E_SE_00001554,DRUG_000366,DRUG_000733
INF_0000077,EV_0000190,SUPPORTING_GRAPH_EDGE,E_SE_00001555,DRUG_000366,DRUG_000733
INF_0000077,EV_0000191,SUPPORTING_GRAPH_EDGE,E_SE_00001556,DRUG_000366,DRUG_000733
INF_0000077,EV_0000192,SUPPORTING_GRAPH_EDGE,E_SE_00001557,DRUG_000366,DRUG_000733
INF_0000078,EV_0000193,SUPPORTING_GRAPH_EDGE,E_SE_00001596,DRUG_000483,DRUG_001744
INF_0000078,EV_0000194,SUPPORTING_GRAPH_EDGE,E_SE_00001597,DRUG_000483,DRUG_001744
INF_0000078,EV_0000195,SUPPORTING_GRAPH_EDGE,E_SE_00001598,DRUG_000483,DRUG_001744
INF_0000078,EV_0000196,SUPPORTING_GRAPH_EDGE,E_SE_00001599,DRUG_000483,DRUG_001744
INF_0000078,EV_0000197,SUPPORTING_GRAPH_EDGE,E_SE_00001600,DRUG_000483,DRUG_001744
INF_0000079,EV_0000198,SUPPORTING_GRAPH_EDGE,E_SE_00001675,DRUG_000621,DRUG_001784
INF_0000079,EV_0000199,SUPPORTING_GRAPH_EDGE,E_SE_00001676,DRUG_000621,DRUG_001784
INF_0000079,EV_0000200,SUPPORTING_GRAPH_EDGE,E_SE_00001677,DRUG_000621,DRUG_001784
INF_0000079,EV_0000201,SUPPORTING_GRAPH_EDGE,E_SE_00001678,DRUG_000621,DRUG_001784
INF_0000079,EV_0000202,SUPPORTING_GRAPH_EDGE,E_SE_00001679,DRUG_000621,DRUG_001784
INF_0000080,EV_0000203,SUPPORTING_GRAPH_EDGE,E_SE_00001696,DRUG_000236,DRUG_001807
INF_0000080,EV_0000204,SUPPORTING_GRAPH_EDGE,E_SE_00001697,DRUG_000236,DRUG_001807
INF_0000080,EV_0000205,SUPPORTING_GRAPH_EDGE,E_SE_00001698,DRUG_000236,DRUG_001807
INF_0000080,EV_0000206,SUPPORTING_GRAPH_EDGE,E_SE_00001699,DRUG_000236,DRUG_001807
INF_0000080,EV_0000207,SUPPORTING_GRAPH_EDGE,E_SE_00001700,DRUG_000236,DRUG_001807
INF_0000081,EV_0000208,SUPPORTING_GRAPH_EDGE,E_SE_00001726,DRUG_000217,DRUG_001835
INF_0000081,EV_0000209,SUPPORTING_GRAPH_EDGE,E_SE_00001727,DRUG_000217,DRUG_001835
INF_0000081,EV_0000210,SUPPORTING_GRAPH_EDGE,E_SE_00001728,DRUG_000217,DRUG_001835
INF_0000081,EV_0000211,SUPPORTING_GRAPH_EDGE,E_SE_00001729,DRUG_000217,DRUG_001835
INF_0000081,EV_0000212,SUPPORTING_GRAPH_EDGE,E_SE_00001730,DRUG_000217,DRUG_001835
INF_0000082,EV_0000213,SUPPORTING_GRAPH_EDGE,E_SE_00001770,DRUG_000532,DRUG_001826
INF_0000082,EV_0000214,SUPPORTING_GRAPH_EDGE,E_SE_00001771,DRUG_000532,DRUG_001826
INF_0000082,EV_0000215,SUPPORTING_GRAPH_EDGE,E_SE_00001772,DRUG_000532,DRUG_001826
INF_0000082,EV_0000216,SUPPORTING_GRAPH_EDGE,E_SE_00001773,DRUG_000532,DRUG_001826
INF_0000082,EV_0000217,SUPPORTING_GRAPH_EDGE,E_SE_00001774,DRUG_000532,DRUG_001826
INF_0000083,EV_0000218,SUPPORTING_GRAPH_EDGE,E_SE_00001910,DRUG_000261,DRUG_000046
INF_0000083,EV_0000219,SUPPORTING_GRAPH_EDGE,E_SE_00001911,DRUG_000261,DRUG_000046
INF_0000083,EV_0000220,SUPPORTING_GRAPH_EDGE,E_SE_00001912,DRUG_000261,DRUG_000046
INF_0000083,EV_0000221,SUPPORTING_GRAPH_EDGE,E_SE_00001913,DRUG_000261,DRUG_000046
INF_0000083,EV_0000222,SUPPORTING_GRAPH_EDGE,E_SE_00001914,DRUG_000261,DRUG_000046
INF_0000084,EV_0000223,SUPPORTING_GRAPH_EDGE,E_SE_00002052,DRUG_000300,DRUG_000392
INF_0000084,EV_0000224,SUPPORTING_GRAPH_EDGE,E_SE_00002053,DRUG_000300,DRUG_000392
INF_0000084,EV_0000225,SUPPORTING_GRAPH_EDGE,E_SE_00002054,DRUG_000300,DRUG_000392
INF_0000084,EV_0000226,SUPPORTING_GRAPH_EDGE,E_SE_00002055,DRUG_000300,DRUG_000392
INF_0000084,EV_0000227,SUPPORTING_GRAPH_EDGE,E_SE_00002056,DRUG_000300,DRUG_000392
INF_0000085,EV_0000228,SUPPORTING_GRAPH_EDGE,E_SE_00002124,DRUG_000868,DRUG_001769
INF_0000085,EV_0000229,SUPPORTING_GRAPH_EDGE,E_SE_00002125,DRUG_000868,DRUG_001769
INF_0000085,EV_0000230,SUPPORTING_GRAPH_EDGE,E_SE_00002126,DRUG_000868,DRUG_001769
INF_0000085,EV_0000231,SUPPORTING_GRAPH_EDGE,E_SE_00002127,DRUG_000868,DRUG_001769
INF_0000085,EV_0000232,SUPPORTING_GRAPH_EDGE,E_SE_00002128,DRUG_000868,DRUG_001769
INF_0000086,EV_0000233,SUPPORTING_GRAPH_EDGE,E_SE_00002132,DRUG_000293,DRUG_000859
INF_0000086,EV_0000234,SUPPORTING_GRAPH_EDGE,E_SE_00002133,DRUG_000293,DRUG_000859
INF_0000086,EV_0000235,SUPPORTING_GRAPH_EDGE,E_SE_00002134,DRUG_000293,DRUG_000859
INF_0000086,EV_0000236,SUPPORTING_GRAPH_EDGE,E_SE_00002135,DRUG_000293,DRUG_000859
INF_0000086,EV_0000237,SUPPORTING_GRAPH_EDGE,E_SE_00002136,DRUG_000293,DRUG_000859
INF_0000087,EV_0000238,SUPPORTING_GRAPH_EDGE,E_SE_00002194,DRUG_000775,DRUG_001795
INF_0000087,EV_0000239,SUPPORTING_GRAPH_EDGE,E_SE_00002195,DRUG_000775,DRUG_001795
INF_0000087,EV_0000240,SUPPORTING_GRAPH_EDGE,E_SE_00002196,DRUG_000775,DRUG_001795
